Name,ProductGroup,SKU,Barcode,MeasurementUnit,Cost,Markup,Price,Tax,IsTaxInclusivePrice,IsPriceChangeAllowed,IsUsingDefaultQuantity,IsService,IsEnabled,Description,Supplier,ReorderPoint,PreferredQuantity,LowStockWarning,WarningQuantity
Lufart 20/120 Susp (Tobinco),Pharmaceuticals,,2212191247388,,20.6,50.4854,31.0,,0,0,1,0,1,Exp: 05/25,,0,0,1,1
Lufart Forte 40/240mg Tab,Pharmaceuticals,,2308111838269,,16.5,51.5152,25.0,,0,0,0,0,1,,,,,,
Lydia PostPill,Pharmaceuticals,,2212141625389,,14.3,53.8462,22.0,,0,0,1,0,1,Exp: 11/24,,0,0,1,1
Lyrica 75mg Cap,Pharmaceuticals,,2212172007321,,14.48,45.0276,21.0,,0,0,1,0,1,Exp: 07/24,,0,0,1,1
One Step Pregnacare Test Kit,Pharmaceuticals,,2212161859283,,1.8,177.7778,5.0,,0,0,1,0,1,Exp: 11/24,,0,0,1,1
M2 - Tone Tabs 20's,Pharmaceuticals,,2211271634285,,93,45.1613,135.0,,0,0,1,0,1,Exp: 10/24,,0,0,1,2
Major Nasal Drop,Pharmaceuticals,,2212180001359,,18.75,49.3333,28.0,,0,0,1,0,1,Exp: 02/26,,0,0,1,1
Man-up Caps 60's (Unichem,Pharmaceuticals,,,,130,40,0.0,,0,0,0,0,0,,,,,,
Martin's Liver salt,Pharmaceuticals,,2212180022132,,0.67,198.5075,2.0,,0,0,1,0,1,Exp: 09/23,,0,0,1,1
BN Glucosamin Chondroitin,Pharmaceuticals,,,,45.3,40,0.0,,0,0,0,0,0,,,,,,
Masada Mixture,Pharmaceuticals,,2211271345211,,13.21,40.0454,18.5,,0,0,1,0,1,Exp: 01/24,,0,0,1,2
Maxidex Opth Susp 5ml,Pharmaceuticals,,2212191616405,,23.57,40.0085,33.0,,0,0,1,0,1,Exp: 02/24,,0,0,1,1
Maxitrol Opth Susp 5ml,Pharmaceuticals,,2212191617365,,45.35,45.5347,66.0,,0,0,1,0,1,Exp: 02/24,,0,0,1,1
Mdp 250MG(Methyldopa),Pharmaceuticals,,,,30,40,0.0,,0,0,0,0,0,,,,,,
Mercy ointment,Non-pharmaceuticals,,2211280828361,,12.42,45,18.009,,0,0,1,0,1,Exp: 10/25,,0,0,1,2
Mercy Skin Soap,Non-pharmaceuticals,,2211280806222,,7.15,53.8462,11.0,,0,0,1,0,1,Exp: 08/26,,0,0,1,2
Metformin Denk 1000mg,Pharmaceuticals,,2212191046158,,41.19,57.8053,65.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,1
Metformin 500MG (O Formin),Pharmaceuticals,,2212190811191,,1.2,66.6667,2.0,,0,0,1,0,1,Exp: 06/25,,0,0,1,1
Metronidazole infusion,Pharmaceuticals,,2503070536267,,10.7,40.1869,15.0,,0,0,0,0,1,,,,,,
Minadex Syrup,Pharmaceuticals,,2212141358041,,112,47.3214,165.0,,0,0,1,0,1,Exp:,,0,0,1,1
Mist - MMT (Romart),Pharmaceuticals,,,,4,40,0.0,,0,0,0,0,0,,,,,,
Mona Ointment,Non-pharmaceuticals,,2211280808196,,2.85,40.3509,4.0,,0,0,1,0,1,Exp: 06/25,,0,0,1,2
Mona Soap,Non-pharmaceuticals,,2211280803016,,2.85,40.3509,4.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,2
Mosegor 0.5MG Tab,Pharmaceuticals,,2212171940278,,2.14,40.1869,3.0,,0,0,1,0,1,Exp: 11/26,,0,0,1,1
.,Pharmaceuticals,,2503191823550,,0,56.6667,0.0,,0,0,0,0,0,,,,,,
Mucolex Junior Syrup,Pharmaceuticals,,2212141308374,,28,46.4286,41.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,1
Mupirocin 2% Ointment 15g,Pharmaceuticals,,2212172345287,,32,56.25,50.0,,0,0,1,0,1,Exp: 08/23,,,,,
Naprox EC 500Mg (Ernest),Pharmaceuticals,,2212190905005,,14.8,68.9189,25.0,,0,0,1,0,1,Exp: 05/26,,0,0,1,1
Nat C 1000mg (Mega Life),Pharmaceuticals,,2211252309355,,53.57,40.0037,75.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,5
Natrilix SR 1.5MG Tabs,Pharmaceuticals,,2212172220232,,3.5,42.8571,5.0,,0,0,1,0,1,Exp: 05/23,,0,0,1,1
Ncp Liquid Antiseptic 100ml,Non-pharmaceuticals,,2211281014374,,52.1,40.1152,73.0,,0,0,1,0,1,Exp: 07/25,,0,0,1,2
Neo-cort een Drops 10Ml,Pharmaceuticals,,2211301759308,,46,45.6522,67.0,,1,0,1,0,1,Exp: 09/24,,0,0,1,1
Neuro - Min plus 30"s,Pharmaceuticals,,2212162338541,,38.3,46.2141,56.0,,0,0,1,0,1,Exp: 08/23,,0,0,1,1
Neurobion Tablet,Pharmaceuticals,,2212162334437,,4.9,42.8571,7.0,,0,0,1,0,1,Exp: 08/23,,0,0,1,1
Nexium 10mg Sachet,Pharmaceuticals,,2212172041011,,24.25,40.2062,34.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,1
Nexium 40mg Inj,Pharmaceuticals,,2212201450098,,142.85,40.007,200.0,,0,0,1,0,1,Exp: 10/23,,0,0,1,1
Nifedi-Denk 20mg (Nifedipine),Pharmaceuticals,,2212171947505,,13.2,89.3939,25.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,1
Nizora Cream 15G (Ernest),Pharmaceuticals,,,,30.2,40,0.0,,0,0,0,0,0,,,,,,
Nizoral Shampoo,Pharmaceuticals,,2212162341077,,115.7,41,163.137,,0,0,1,0,1,Exp: 09/23,,0,0,1,1
Nodium(1 operamide ) Caps,Pharmaceuticals,,,,2.8,78.5714,5.0,,0,0,0,0,1,,,,,,
Norvasc 10mg Tabs  (Amlodipine),Pharmaceuticals,,2212172230323,,18,45,26.1,,1,1,1,0,1,Exp: 05/23,,0,0,1,1
Nosil 0.05% Children drops,Pharmaceuticals,,2212180017435,,16.5,51.5152,25.0,,0,0,1,0,1,Exp: 06/23,,0,0,1,1
Nosil 0.1% Adult Drops,Pharmaceuticals,,2212180018579,,16.5,51.5152,25.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,1
Novamol 1% 1V 100Ml,Pharmaceuticals,,,,14.7,40,0.0,,0,0,0,0,0,,,,,,
Nurifer Caps 30,Pharmaceuticals,,2212141513426,,33,45.4545,48.0,,0,0,1,0,1,Exp: 02/23,,0,0,1,1
OlBas Oil Inhalant 10ml,Pharmaceuticals,,2212180010153,,0,0,0.0,,0,0,1,0,0,Exp: 03/24,,0,0,1,1
Olfen 100mg Retard Caps,Pharmaceuticals,,2212190856543,,7.14,40.056,10.0,,0,0,1,0,1,Exp: 11/23,,0,0,1,1
Olfen Gel 20g (Gokals),Pharmaceuticals,,2212191424215,,29.28,40.0273,41.0,,0,0,1,0,1,Exp: 05/25,,0,0,1,1
Olfen Gel 100g (Gokals),Pharmaceuticals,,2212191425175,,50,40,70.0,,0,0,1,0,1,Exp: 05/24,,0,0,1,1
Omeprazole Caps 20MG Uk,Pharmaceuticals,,,,1.02,96.0784,2.0,,0,0,0,0,1,,,,,,
Omexet 20mg Tab,Pharmaceuticals,,2212172042438,,0.8,50,1.2,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
Osteocalcin Tab,Pharmaceuticals,,,,11.89,40,0.0,,0,0,0,0,0,,,,,,
Otrivin Nasal Drops Adult,Pharmaceuticals,,2212180021210,,89.78,44.7984,130.0,,0,0,1,0,1,Exp: 02/25,,0,0,1,1
Otrivin Nasal Drops Child,Pharmaceuticals,,2212180011358,,96.39,46.2807,141.0,,0,0,1,0,1,Exp: 10/25,,0,0,1,1
Ovacare Tabs,Pharmaceuticals,,2212162205003,,44.28,40.0181,62.0,,0,0,1,0,1,Exp: 08/23,,0,0,1,1
Oxafen Caps 20mg (Piroxicam),Pharmaceuticals,,2212180046275,,2.85,40.3509,4.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
P-Alaxin 80/640 Susp,Pharmaceuticals,,2212191245070,,16.42,40.0731,23.0,,0,0,1,0,1,Exp: 04/23,,0,0,1,1
P-Alaxin 40/320 Tab,Pharmaceuticals,,2212191220299,,20,40,28.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,1
P2P,Pharmaceuticals,,,,2.67,40,0.0,,0,0,0,0,0,,,,,,
Para(Denk) 125MG supposit,Pharmaceuticals,,,,19.24,40,0.0,,0,0,0,0,0,,,,,,
Para Supp 125MG 12(Exeter,Pharmaceuticals,,,,10,40,0.0,,0,0,0,0,0,,,,,,
Para Tab 500MG (100x10) P,Pharmaceuticals,,,,69,40,0.0,,0,0,0,0,0,,,,,,
Paracetamol 500mg Tabs (Bottle),Pharmaceuticals,,2212190924174,,7.14,40.056,10.0,,0,0,1,0,1,Exp: 08/26,,0,0,1,1
Paralex baby syrup,Pharmaceuticals,,,,6.5,40,0.0,,0,0,0,0,0,,,,,,
Patanol eye drop,Pharmaceuticals,,2212191609407,,38,163.1579,100.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,1
Penicillin V Tabs 125mg (Letap),Pharmaceuticals,,2212191112587,,2.1,42.8571,3.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,20
Phlebodia Caps 600mg,Pharmaceuticals,,2212170016189,,10.8,38.8889,15.0,,0,0,1,0,1,Exp: 12/24,,0,0,1,1
PIKOVIT SYRUP 150ML,Pharmaceuticals,,2212140952356,,47.14,40.0085,66.0,,0,0,1,0,1,Exp: 01/24,,0,0,1,1
Piroxicam 20mg Cap,Pharmaceuticals,,2212191001430,,1.14,40.3509,1.6,,0,0,1,0,1,Exp: 06/23,,0,0,1,1
Plaster Strips ,Pharmaceuticals,,,,0.2,150,0.5,,0,0,0,0,1,,,,,,
Plendil Tabs 10MG,Pharmaceuticals,,2212172240186,,8.5,41.1765,12.0,,0,0,1,0,1,Exp: 07/24,,0,0,1,1
Plendil Tabs 5MG,Pharmaceuticals,,2306161922327,,7.5,40,10.5,,0,0,0,0,1,,,,,,
Polar Ice Gel,Pharmaceuticals,,2212191508496,,32,46.875,47.0,,1,1,1,0,1,Exp: 11/24,,0,0,1,1
Polygynax Pess 12's,Pharmaceuticals,,2212191541059,,141,45.3901,205.0,,0,0,1,0,1,Exp: 04/23,,0,0,1,1
Postinor - 2 Original (Green),Pharmaceuticals,,2212161834211,,79,26.5823,100.0,,0,0,1,0,1,Exp: 01/27,,0,0,1,1
Pred Forte Eye Drops 5ml,Pharmaceuticals,,2212191644446,,126.42,40.0095,177.0,,0,0,1,0,1,Exp: 10/23,,0,0,1,1
Prednisolone 5mg Tab Local,Pharmaceuticals,,2212201732316,,1.76,70.4545,3.0,,0,0,1,0,1,Exp: 01/26,,0,0,1,1
Proman Drink 250Ml,Non-pharmaceuticals,,2212140942241,,14.28,40.056,20.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,1
Prostacare Caps,Pharmaceuticals,,2212162238384,,133.5,40.0749,187.0,,0,0,0,0,1,Exp: 10/24,,0,0,1,1
Prostacure Tea,Pharmaceuticals,,2211271729318,,28,46.4286,41.0,,0,0,1,0,1,Exp: 02/24,,0,0,1,2
Prowoman Drink 250Ml,Non-pharmaceuticals,,2212140943415,,14.28,40.056,20.0,,0,0,1,0,1,Exp: 11/23,,0,0,1,1
PVC,Pharmaceuticals,,,,4.5,40,0.0,,0,0,0,0,0,,,,,,
Refresh Liquigel 15ml,Pharmaceuticals,,2212191629436,,67,101.4925,135.0,,0,0,1,0,1,Exp: 05/23,,0,0,1,1
Refresh Tears Eye Drop,Pharmaceuticals,,2212191630388,,110.42,53.9576,170.0,,0,0,1,0,1,Exp: 04/23,,0,0,1,1
Renerve Plus (Gokals),Pharmaceuticals,,2212162329365,,220,52.2727,335.0,,0,0,1,0,1,Exp: 05/24,,0,0,1,1
Res Q Suspension (Dannex),Pharmaceuticals,,,,13.5,48.1481,20.0,,0,0,0,0,1,,,,,,
Res Q Tabs,Pharmaceuticals,,,,3.4,40,0.0,,0,0,0,0,0,,,,,,
Risperidone Tabs 2MG ,Pharmaceuticals,,2212170223280,,1.41,77.305,2.5,,0,0,1,0,1,Exp: 06/23,,0,0,1,1
Rocephin Inj. 1g,Pharmaceuticals,,2212161924356,,88.8,46.3964,130.0,,0,0,1,0,1,Exp: 06/24,,0,0,1,1
Rocephin Vial 2G,Pharmaceuticals,,2212161923229,,200,45,290.0,,0,0,1,0,1,Exp: 01/24,,0,0,1,1
Roll Plaster 1'',Pharmaceuticals,,2211260049236,,14.28,40.056,20.0,,0,0,1,0,1,,,0,0,1,3
Roll Plaster 2'',Pharmaceuticals,,2211260048215,,13,46.1538,19.0,,0,0,1,0,1,,,0,0,1,3
Rooter Mixture,Pharmaceuticals,,2211271447588,,33,45.4545,48.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,3
Rooter Tytonic,Pharmaceuticals,,2211271442477,,38.5,45.4545,56.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,2
Salbutamol Tabs 4MG ,Pharmaceuticals,,2212170225345,,1.4,42.8571,2.0,,0,0,0,0,1,Exp: 07/25,,0,0,1,1
Samalin Junior Cough Syr,Pharmaceuticals,,2212141108493,,12.57,59.109,20.0,,0,0,1,0,1,Exp:05/25,,0,0,1,1
Savlon Antiseptic 500ml,Non-pharmaceuticals,,2211280845580,,71.5,45.4545,104.0,,0,0,1,0,1,,,0,0,1,2
Savlon Antiseptic 75ml,Non-pharmaceuticals,,2211280850256,,7.14,40.056,10.0,,0,0,1,0,1,,,0,0,1,2
Scimether (80/480) MG 6",Pharmaceuticals,,2212191222309,,17.14,121.7036,38.0,,0,0,1,0,1,Exp: 08/23,,0,0,1,1
Secure Pills,Pharmaceuticals,,2212161819409,,4,50,6.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
Seven Seas Cod Liver Liquid,Pharmaceuticals,,2211252231410,,60.7,40.0329,85.0,,0,0,1,0,1,Exp: 01/25,,0,0,1,5
Sildenafil 100MG,Pharmaceuticals,,,,9.5,57.8947,15.0,,0,0,0,0,1,,,4,0,1,2
Sirdalud 4mg,Pharmaceuticals,,2212171958471,,6.4,40.625,9.0,,0,0,1,0,1,Exp: 11/23,,0,0,1,1
Sporanox 100mg Caps 15",Pharmaceuticals,,2212191255406,,11.07,40.0181,15.5,,0,0,1,0,1,Exp: 05/24,,0,0,1,1
Stagyl 1g Tab,Pharmaceuticals,,2212191140450,,5.95,68.0672,10.0,,0,0,1,0,1,Exp: 01/25,,0,0,1,1
Stamlo 5mg,Pharmaceuticals,,2212171944443,,2.85,57.8947,4.5,,0,0,1,0,1,Exp: 01/23,,0,0,1,1
Streptol Lozenges,Pharmaceuticals,,2212141521513,,2.15,86.0465,4.0,,0,0,1,0,1,Exp: 01/24,,0,0,1,1
Stud Delay Spray,Pharmaceuticals,,,,14,40,0.0,,0,0,0,0,0,,,,,,
Stugeron 25mg/Tab,Pharmaceuticals,,2212141615373,,1.2,66.6667,2.0,,0,0,1,0,1,Exp: 06/24,,0,0,1,1
Swedish Bitters,Pharmaceuticals,,2211271532581,,27.14,110.0221,57.0,,1,1,1,0,1,Exp: 07/25,,0,0,1,2
Sweetex Tabs 300,Pharmaceuticals,,,,16,137.5,38.0,,0,0,0,0,1,,,,,,
Sweetex tabs 700,Pharmaceuticals,,,,37.5,46.6667,55.0,,0,0,0,0,1,,,,,,
Symbicort 160/4.5 UG,Pharmaceuticals,,2212172036260,,96.54,45.0176,140.0,,0,0,1,0,1,Exp: 08/23,,0,0,1,1
Symbicort 80/4.5 UG,Pharmaceuticals,,2212172035454,,167.85,40.006,235.0,,0,0,1,0,1,Exp: 10/23,,0,0,1,1
Systane Eye Drop 10ml,Pharmaceuticals,,2212191607519,,89.28,40.009,125.0,,0,0,1,0,1,Exp: 07/23,,0,0,1,1
t,Pharmaceuticals,,,,8,50,12.0,,0,0,0,0,0,,,,,,
Tadol Injection 100MG (Tr,Pharmaceuticals,,,,78,40,0.0,,0,0,0,0,0,,,,,,
Tadol SR Tabs 100mg,Pharmaceuticals,,2212190951309,,5.7,75.4386,10.0,,0,0,1,0,1,Exp: 10/26,,0,0,1,1
TALGENTIS -20mgB TABS,Pharmaceuticals,,,,15,46.6667,22.0,,0,0,0,0,1,,,,,,
TALGENTIS 5MG TABS,Pharmaceuticals,,2212172204515,,20,50,30.0,,0,0,1,0,1,Exp: 08/24,,0,0,1,1
TAVANIC 500MG TABS 5'S,Pharmaceuticals,,2212191051220,,51,45.098,74.0,,0,0,1,0,1,Exp: 10/24,,0,0,1,1
TEGRETOL CR TABS 200MG,Pharmaceuticals,,,,2.1,42.8571,3.0,,0,0,0,0,1,,,,,,
TEGRETOL TAB 200MG,Pharmaceuticals,,2212170226250,,2.1,42.8571,3.0,,0,0,1,0,1,Exp: 02/24,,0,0,1,1
TIGER DELAY SPRAY (BEDIAK,Pharmaceuticals,,,,20,40,0.0,,0,0,0,0,0,,,,,,
TIGER JELLY LUBRICANT (BE,Pharmaceuticals,,,,9,40,0.0,,0,0,0,0,0,,,,,,
Time Herbal Mixture,Pharmaceuticals,,2211271344399,,27.5,45.4545,40.0,,0,0,1,0,1,Exp: 11/23,,0,0,1,2
TRANEXAMIC ACID 500MG UK,Pharmaceuticals,,2212190902325,,3.55,69.0141,6.0,,0,0,1,0,1,Exp: 02/24,,0,0,1,1
TREMENDOUS CAPS,Pharmaceuticals,,2211271734435,,15.71,40.0382,22.0,,0,0,1,0,1,Exp: 04/23,,0,0,1,2
Tres Orix Forte 100ml,Pharmaceuticals,,2212141339569,,24.69,53.9085,38.0,,0,0,1,0,1,Exp: 07/25,,0,0,1,1
VAGINAX CREAM 30G,Pharmaceuticals,,2212191550488,,8.77,71.0376,15.0,,0,0,1,0,1,Exp: 10/24,,0,0,1,1
VAGINAX PESS 100mg,Pharmaceuticals,,2212170024009,,4.63,115.9827,10.0,,0,0,1,0,1,Exp: 01/25,,0,0,1,1
VENTOLIN INHALER UK,Pharmaceuticals,,2212170222351,,91,45.0549,132.0,,0,0,1,0,1,Exp: 08/23,,0,0,1,1
VIAGRA TABS 100MG 4S,Pharmaceuticals,,2212172143388,,185.71,40.0032,260.0,,0,0,1,0,1,Exp: 12/25,,0,0,1,1
VIAGRA TABS 50MG 4'S,Pharmaceuticals,,2212172142251,,100.5,44.2786,145.0,,0,0,1,0,1,Exp: 03/25,,0,0,1,1
Vikil 20,Pharmaceuticals,,2211271528164,,31,45.1613,45.0,,0,0,1,0,1,Exp: 03/23,,0,0,1,2
VIT B DENK,Pharmaceuticals,,,,33,41,46.53,,0,0,0,0,0,,,,,,
VITAFORCE SYRUP 250ML (UN),Pharmaceuticals,,2212141409385,,40,40,56.0,,0,0,1,0,1,Exp: 02/23,,0,0,1,1
VITAMIN C + ZINC (REEDY),Pharmaceuticals,,,,16,40,0.0,,0,0,0,0,0,,,,,,
VITAMIN E CAPS 200(ZANZA),Pharmaceuticals,,,,41.4,40.0966,58.0,,0,0,0,0,0,,,,,,
Vitane Oral Drops - 30ml,Pharmaceuticals,,2212141027176,,55,46.3636,80.5,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
ACTILIFE VITAMIN CDZ,Pharmaceuticals,,2309131846371,,20,40,28.0,,0,0,0,0,1,,,,,,
VIVADONA CAPS,Pharmaceuticals,,2301072133329,,50,40,70.0,,0,0,0,0,1,,,2,0,1,2
Voltaren Emugel 100mg,Pharmaceuticals,,2212191427292,,64.28,40.0124,90.0,,0,0,1,0,1,Exp: 05/24,,0,0,1,1
Voltaren Gel 50G,Pharmaceuticals,,2301082318518,,89.8,44.7661,130.0,,0,0,0,0,1,,,,,,
VOLTFAST 50MG SACHET,Pharmaceuticals,,2212190959015,,3.75,60,6.0,,0,0,1,0,1,Exp: 02/24,,0,0,1,1
Wellman Original,Pharmaceuticals,,2212162134440,,163.16,45.2562,237.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,1
Whitfields Ointment,Pharmaceuticals,,2212162348458,,6.42,40.1869,9.0,,0,0,1,0,1,Exp: 11/23,,0,0,1,1
xalatan eye drops 2.5ml,Pharmaceuticals,,2212252020479,,221.4,40.0181,310.0,,0,1,1,0,1,EXP. 8/24,,2,5,1,2
xarelto tabs 10mg,Pharmaceuticals,,2212191024293,,25,40,35.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,1
xarelto tabs 15mg*14,Pharmaceuticals,,2212191025061,,25,40,35.0,,0,0,1,0,1,Exp: 12/23,,0,0,1,1
xarelto tabs 20mg*14,Pharmaceuticals,,2212191025412,,22.32,47.8495,33.0,,0,0,1,0,1,Exp: 01/24,,0,0,1,1
Xylo acino 0.1% Adult,Pharmaceuticals,,2212180030342,,121,44.6281,175.0,,0,0,1,0,1,Exp: 09/23,,0,0,1,1
ZEDEX HERBAL 100ML,Pharmaceuticals,,2212141414044,,9.28,40.0862,13.0,,0,0,1,0,1,Exp: 05/23,,0,0,1,1
ZEMAN CAPS (MEGALIFE),Pharmaceuticals,,2212162245184,,60.71,40.0099,85.0,,0,0,1,0,1,Exp: 02/24,,0,0,1,1
ZESTRIL TABS 10MG (LISINOPRIL),Pharmaceuticals,,2212172251045,,8.21,40.0731,11.5,,0,0,1,0,1,Exp: 06/24,,0,0,1,1
ZIIPMAN CAPS CASH,Pharmaceuticals,,,,17,40,0.0,,0,0,0,0,0,,,,,,
ZINCOVIT DROP 15ML (ERNEST),Pharmaceuticals,,2212141041387,,21.34,59.3252,34.0,,0,0,1,0,1,Exp: 09/23,,0,0,1,1
ZINCOVIT SYRUP 200mL,Pharmaceuticals,,2408051330066,,38.99,53.8856,60.0,,0,0,0,0,1,,,,,,
ZINCOVIT TABS  (ERNEST),Pharmaceuticals,,2212141512122,,41.91,55.0942,65.0,,0,0,1,0,1,Exp: 10/23,,0,0,1,1
ZIPFERON CAPS (G.B Pharma),Pharmaceuticals,,2212141505582,,3.57,208.1232,11.0,,0,0,1,0,1,Exp: 04/23,,0,0,1,1
ZURION Tab,Pharmaceuticals,,2211252305500,,4.7,48.9362,7.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,5
ZYFEN 120MG TABS,Pharmaceuticals,,2212141558274,,3.8,57.8947,6.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,1
ZYFEN 30MG/5MG SUSP 150ML,Pharmaceuticals,,,,45,66.6667,75.0,,0,0,0,0,1,,,,,,
TETANUS INJECTION,Pharmaceuticals,,2212141619579,,8.85,125.9887,20.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,1
MIXTARD 30HM 100IU 10ML,Pharmaceuticals,,2212141621176,,63.21,40.0095,88.5,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
MISTARD FLEXPEN 3ML,Pharmaceuticals,,,,90,44.4444,130.0,,0,0,0,0,0,,,,,,
BETALOC ZOK 100MG,Pharmaceuticals,,,,83.4,40,0.0,,0,0,0,0,0,,,,,,
Omron M2 Sphygmomanometer,Non-pharmaceuticals,,2408091450090,,650,46.1538,950.0,,0,0,0,0,1,,,,,,
Omron M3 Comfort,Non-pharmaceuticals,,2211281810174,,785.71,40.0008,1100.0,,0,0,1,0,1,Exp: 10/23,,0,0,1,1
Omron M7,Pharmaceuticals,,,,700,40,0.0,,0,0,0,0,0,,,,,,
BP Monitor SHS,Pharmaceuticals,,2211281807471,,400,50,600.0,,0,0,1,0,1,,,0,0,1,1
First Aid Bag (Red) s/s,Non-pharmaceuticals,,2211281027084,,46.4,40.0862,65.0,,0,0,1,0,1,,,0,0,1,1
Malaria Test Kit Biozek,Pharmaceuticals,,2306162121422,,11,81.8182,20.0,,0,0,0,0,1,,,,,,
First Aid Box Large,Non-pharmaceuticals,,2211281027534,,214.2,40.056,300.0,,0,0,1,0,1,,,0,0,1,1
HIV Test  (Biozek),Pharmaceuticals,,2301301647252,,20,100,40.0,,1,1,0,0,0,Exp 4/24,,0,1,1,2
Pregnancy Test biozek cassette,Non-pharmaceuticals,,2301012222090,,6,66.6667,10.0,,0,0,0,0,1,,,10,60,1,10
Gonorrhea test Kit,Pharmaceuticals,,2301072138263,,9,288.8889,35.0,,0,0,0,0,1,,,10,0,1,10
Typhoid Cassette(Biozek),Pharmaceuticals,,2301111553576,,9.5,163.1579,25.0,,0,0,0,0,1,,,0,0,1,10
Psa Cassette (Biozek),Pharmaceuticals,,,,180,40,0.0,,0,0,0,0,0,,,,,,
Covid 19 Test Kit - Casse,Pharmaceuticals,,,,900,40,0.0,,0,0,0,0,0,,,,,,
name of product,Pharmaceuticals,,,,45,40,0.0,,0,0,0,0,0,,,,,,
BN creaberry 500mg 30s,Pharmaceuticals,,,,0,40,0.0,,0,0,0,0,0,,,,,,
Bactroban oint 15g,Pharmaceuticals,,2212172347403,,87.14,40.0046,122.0,,0,0,1,0,1,Exp: 10/23,,0,0,1,1
Nifedi-Denk 10mg (Nifedipine),Pharmaceuticals,,2212171948458,,11.05,49.3213,16.5,,0,0,1,0,1,Exp: 02/24,,0,0,1,1
Dove Shower Gel 500ml,Non-pharmaceuticals,,2211271911355,,32,40.625,45.0,,0,0,1,0,1,,,0,0,1,2
Shower Cream Goats Milk,Non-pharmaceuticals,,2211271901516,,46.42,40.0259,65.0,,0,0,1,0,1,Exp: 05/25,,0,0,1,2
Nivea Men Deep Clean Shower Gel 500ml,Non-pharmaceuticals,,2211271916381,,21.42,86.7414,40.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,2
Sure Deo Spray,Pharmaceuticals,,2302051917343,,32,50,48.0,,0,0,0,0,1,,,,,,
Nivea Men spray,Pharmaceuticals,,2302051922378,,0,39.4737,0.0,,0,0,0,0,1,,,,,,
HB Test,Pharmaceuticals,,,,10,100,20.0,,0,0,0,0,1,,,,,,
Sure Men Deo Spray,Non-pharmaceuticals,,2211271920050,,0,0,0.0,,0,0,0,0,0,,,0,0,1,2
Dove Deo Spray,Pharmaceuticals,,2211231305132,,32,50,48.0,,0,0,0,0,1,,,0,0,1,2
Nivea Deo Spray,Non-pharmaceuticals,,2211271921156,,38,44.7368,55.0,,1,1,1,0,1,Exp: 04/24,,0,0,1,2
Miss Beauty Body Splash,Pharmaceuticals,,2309071741248,,30,46.6667,44.0,,1,1,0,0,1,,,,,,
Body Philosophy  Splash,Pharmaceuticals,,,,35,42.8571,50.0,,0,0,0,0,1,,,0,1,1,1
Pink Love Body Splash,Pharmaceuticals,,2309071739368,,22,45.4545,32.0,,0,0,0,0,1,,,,,,
Old Spice Deodorant,Non-pharmaceuticals,,2211271935016,,23,43.4783,33.0,,0,0,1,0,1,Exp: 01/25,,0,0,1,2
Nivea Roll On,Non-pharmaceuticals,,2211271939120,,20,75,35.0,,0,0,1,0,1,Exp: 10/24,,0,0,1,2
Heaven Scent cocoa butter lotion,Non-pharmaceuticals,,2211271831295,,15.71,40.0382,22.0,,0,0,1,0,1,Exp:,,0,0,1,2
Eversheen lotion 750ml,Pharmaceuticals,,2309071726580,,34,41.1765,48.0,,1,1,0,0,1,,,,,,
Eversheen lotion 500ml,Pharmaceuticals,,,,25,36,34.0,,0,0,0,0,1,,,,,,
Eversheen cream B/S,Non-pharmaceuticals,,2211271833138,,18,44.4444,26.0,,1,1,1,0,1,Exp: 05/26,,0,0,1,2
Vaseline Lotion 400ml,Non-pharmaceuticals,,2211271834111,,32,50,48.0,,0,0,1,0,1,Exp: 04/27,,0,0,1,2
Calpol 2+ Syr 100ml,Pharmaceuticals,,2211271650032,,79,45.5696,115.0,,0,0,1,0,1,Exp: 06/25,,0,0,1,3
Nivea Lotion 400ml,Non-pharmaceuticals,,2211271839253,,45,51.1111,68.0,,0,0,1,0,1,Exp: 08/24,,0,0,1,2
Nivea Lotion 250ml,Pharmaceuticals,,2512161539377,,30,65,49.5,,0,0,0,0,1,,,,,,
